name,type of protest,broad type,colour,description of place,type of place,date,day,time,address,place,latitude,longitude,attendance,source,links and further info
reform petition,,reform,grn_circle,old Assembly room,assembly rooms,08/11/1830,Monday,,King Street,Blackburn,53.746494,-2.486594,,MG 13 Nov 1830; HO 52/8/405,
reform petition,,reform,grn_circle,old Assembly room,assembly rooms,29/09/1831,Thursday,,King Street,Blackburn,53.746494,-2.486594,,Preston Chronicle 1 Oct 1831,
Pitt club anniversary,,loyal,large_blue,New Inn,pub,28/05/1817,Wednesday,,,Blackburn,53.751478,-2.4815451,,Pitt club pamphlet,
Hunt address from the window,,reform,grn_circle,New Inn,pub,21/12/1830,Tuesday,,,Blackburn,53.751478,-2.4815451,,MG 25 Dec 1830; Mcr Times 1 Jan 1831,
start of procession to welcome Hunt,,reform,grn_circle,"New Inn, Ainsworth St",pub,01/05/1831,,,,Blackburn,53.751478,-2.4815451,,"Bolton Chronicle, 7 May 1831",
dinner of Conservatives,,loyal,large_blue,"New Inn, Mr Baines's",pub,19/02/1835,Thursday,,,Blackburn,53.751478,-2.4815451,,Blackburn Standard 25 Feb 1835,
Hunt address from the window,,reform,grn_circle,Old Bull Inn,pub,01/05/1831,,,the Cross,Blackburn,53.748143,-2.483704,,"Bolton Chronicle, 7 May 1831",http://www.cottontown.org/Culture%20and%20Leisure/Buildings/Pages/Public-Houses.aspx#4
Hunt address from the window,,reform,grn_circle,Black Bull,pub,21/12/1832,Friday,,the Cross,Blackburn,53.748143,-2.483704,,PMG 29 Dec 1832,http://www.cottontown.org/Culture%20and%20Leisure/Buildings/Pages/Public-Houses.aspx#4
NU social meeting,,Chartist,pink_circle,"Social Institution, Chapel St",institution,01/02/1839,,,Chapel Street,Blackburn,53.7447109,-2.4890048,,NS 23 Feb 1839,
Wigan society for suppressing the payment of wages in goods,,trade union,pink_square,Commercial Inn,inn/hotel,21/12/1830,,,Market Street,Wigan,53.5472854,-2.6333729,,DDHu 48/170,http://www.wiganworld.co.uk/stuff/mem1.php?opt=memories
Chartists,,Chartist,pink_circle,Commercial Hall,exchange,01/01/1841,,,,Wigan,53.5472854,-2.6333729,,NS 9 Jan 1841,
feast of friendly societies; loyal toast to King,,loyal,large_blue,marketplace,market place,01/01/1793,,,,Wigan,53.5436666,-2.6321523,,MM 8 Jan 1793,
Chartists,,Chartist,pink_circle,marketplace,market place,25/06/1839,Tuesday,20:00,,Wigan,53.5436666,-2.6321523,,NS 6 July 1839,
loyal meeting and address,,loyal,large_blue,old town hall,town hall,24/12/1792,,,Rodney Street,Wigan,53.5436956,-2.630856,,MM 8 Jan 1793,
radical dinner,,radical,large_green,Packethouse,pub,08/11/1819,Tuesday,,,Wigan,53.5603552,-2.6016146,150,Moprn Chron 12 Nov 1819,
Chartist meeting,,Chartist,pink_circle,Bear's Paw,pub,09/09/1839,Monday,20:00,Wallgate,Wigan,53.5448332,-2.635374,,NS 14 Sep 1839,
Northern Union meeting to discuss fund for Stephens,,Chartist,pink_circle,Bear's Paw,,31/12/1839,,,Wallgate,Wigan,53.5448332,-2.635374,,NS 5 Jan 1839,
Conservatives called outdoor meeting,,loyal,large_blue,Scholefield Lane,street,30/07/1839,,,Scholefield Lane,Wigan,53.5461522,-2.6213971,,NS 3 Aug 1839,
meeting of handloom weavers on parliamentary bill and London conference,,trade union,pink_square,Buck I' Th' Vine Inn,inn/hotel,14/04/1845,Monday,20:00,Clayton Street,Wigan,53.5443641,-2.6408893,,Preston Guardian 19 April 1845,http://www.wiganworld.co.uk/stuff/soldpub.php?pic=dw1b.jpg&opt=pubs&w=900&h=600
adjourned meeting to discuss fund for Stephens,,Chartist,pink_circle,"the Orchard, Scholes",moor/field,01/01/1839,,,,Wigan,53.5436417,-2.6321094,,NS 5 Jan 1839,
Chartist meeting,,Chartist,pink_circle,"the Orchard, Scholes",moor/field,22/03/1848,Tuesday,20:00,,Wigan,53.5436417,-2.6321094,,NS 1 April 1848,
Chartist drilling,,Chartist,pink_circle,field near Birchen Bower,moor/field,24/04/1839,Wednesday,21:00,,Royton,53.5185712,-2.147411,,Butterworth MS,
Peterloo anniversary,,radical,large_green,public school,schoolroom,16/08/1820,,19:00,,Royton,53.5708523,-2.1563947,,Manchester Observer 19 August 1820,
Hunt's birthday,,radical,large_green,School Room,schoolroom,06/11/1820,Monday,,,Royton,53.5708523,-2.1563947,,MO 11 Nov. 1820,
"celebrate revs of Sp, Port and Naples",,radical,large_green,School Room,schoolroom,01/11/1820,,,,Royton,53.5708523,-2.1563947,100,"MO, 18 Nov 1820",
reform,,reform,grn_circle,School Room,schoolroom,07/03/1831,Monday,20:00,,Royton,53.5708523,-2.1563947,,Butterworth MS,
anti NPL,,ANPL,wht_pushpin,old school,schoolroom,05/01/1838,Friday,17:00,,Royton,53.5708523,-2.1563947,,D-BUT F/53,
Chartist lecture,,Chartist,pink_circle,Old School Room,schoolroom,27/04/1839,Saturday,20:00,,Royton,53.5708523,-2.1563947,,D-BUT F/63,
reform bill,,reform,grn_circle,Croft Head,open space,21/09/1831,Wednesday,,,Royton,53.5653301,-2.1265756,,D-BUT/F/4,
NPL,,ANPL,wht_pushpin,SS of Episcopal Chapel,schoolroom,13/02/1837,Monday,20:00,,Royton,53.5653457,-2.1331685,,D-BUT/F/42,
Jacobin library almost demolished by Royton races,,loyalist,large_blue,"Light Horseman, bottom Sandy Lane",pub,21/04/1794,,,Sandy Lane,Royton,53.5665954,-2.1273808,,"Shaw,Annals of Oldham, p.202; DDX 351/1-2",
town's meetings,,local government,large_yellow,Spinners Arms,pub,01/01/1835,,,,Royton,53.5224364,-2.1415091,,UDR 2/4/5/10/28,
town's meetings,,local government,large_yellow,Shoulder of Mutton,pub,01/01/1835,,,King Street,Royton,53.5650792,-2.12547,,UDR 2/4/5/10/28,
town's meetings,,local government,large_yellow,"Dog and Partridge,Haggate lane",pub,01/01/1835,,,Haggate,Royton,53.5637268,-2.1339283,,UDR 2/4/5/10/28,
town's meetings,,local government,large_yellow,"Hare and Hounds, Sandy lane",pub,01/01/1835,,,Sandy Lane,Royton,53.5665954,-2.1273808,,UDR 2/4/5/10/28,
town's meetings,,local government,large_yellow,"Hope and Anchor, Sandy lane",pub,01/01/1835,,,Sandy Lane,Royton,53.5665954,-2.1273808,,UDR 2/4/5/10/28,
town's meetings,,local government,large_yellow,Unicorn and Park Inn,pub,01/01/1835,,,High Street,Royton,53.5651061,-2.1260738,,UDR 2/4/5/10/28,
town's meetings,,local government,large_yellow,"Sign of the Engine, Edge Lane",pub,01/01/1835,,,Edge Lane,Royton,53.5593025,-2.1215011,,UDR 2/4/5/10/28,
Members' visit,,election,ltblu_circle,"Croft Head, 'an open space'",open space,03/12/1834,Wednesday,12:00,,Royton,53.5653301,-2.1265756,,D_BUT F/24,
"MANCHESTER.   The South Lancashire Dele gate Meeting will be held to-morrow week, in the Brown-street room, East Manchester, at which, it is hoped, a delegate will be present from every town and village in Lancashire.",,Chartist,pink_circle,Brown Street room,radical/Chartist room,1841-03-21,Sunday,,Brown Street,Manchester,53.481758,-2.242165,,13/03/1841,
"MANCHESTER.   A delegate to the Political Prisoner s Restoration and Charter Petition s Convention will be put in nomination on Monday evening, at the Carpenter s Hall, Manchester, and a public meeting to elect the said delegate will be holden in the Tib-street Room, on Tuesday, the 23rd instant.",,,pink_circle,Carpenters Hall,radical/Chartist room,1841-03-22,Monday,20:00,Garratt Street,Manchester,53.4749,-2.23508,,20/03/1841,
"A meeting of the Female Chartists of Manchester will be held on Wednesday evening next, in the Chartist Room, Tib-street, to pass an address to their sisters of England, Ireland, and Scotland.",,,pink_circle,"Chartist room, Tib Street",radical/Chartist room,1841-07-21,Wednesday,20:00,Tib Street,Manchester,53.48347,-2.235114,,17/07/1841,
"SOUTH LANCASHIRE.   The delegate meeting is tomorrow afternoon, in the Chartist Room, East Manchester.",,,pink_circle,"Chartist Room, East Manchester",radical/Chartist room,1841-08-08,Sunday,14:00,,Manchester,53.482923,-2.229321,,07/08/1841,
"On Sunday evening, (to-morrow) the Rev. Mr. Starkie, delegate to the Anti-Corn Law Conference, will give an exposition of the proceedings of that assembly in the Chartist Room, Brown-street, Manchester.",,,pink_circle,"Chartist room, Brown Street",radical/Chartist room,1841-09-05,Sunday,20:00,Brown Street,Manchester,53.481758,-2.242165,,04/09/1841,
"A Public Recital will be given for the benefit of that tried and dungeon-proof patriot, Christopher Doyle, in Brown-street Rooms, on Friday evening, Sept. 10th,",,,pink_circle,Brown Street room,radical/Chartist room,1841-09-10,Friday,20:00,Brown Street,Manchester,53.481758,-2.242165,,04/09/1841,
"MANCHESTER.   Mr. Griffin will deliver a lecture in Tib-street, on Sunday morning, on the truly alarming state of the nation.",,,pink_circle,"Chartist room, Tib Street",radical/Chartist room,1841-09-19,Sunday,09:00,Tib Street,Manchester,53.48347,-2.235114,,18/09/1841,
"MANCHESTER.   Mr. Clarke, of Stockport, will lecture at Oldham, on Sunday evening, and Mr. Griffin, Tib-street, Manchester.",,,pink_circle,"Chartist room, Tib Street",radical/Chartist room,1841-10-03,Sunday,20:00,Tib Street,Manchester,53.48347,-2.235114,,02/10/1841,
"MANCHESTER.   Mr. O Brien will deliver two addresses in the Hall of Science, Camp Field, Manchester, on Thursday next, October 10th, one in the ""afternoon at half-past two oclock, and in the evening at half past six.",,,pink_circle,Hall of Science,radical/Chartist room,1841-10-14,Thursday,14:30,Camp Field,Manchester,53.47674,-2.25261,,09/10/1841,
"The South Lancashire Delegate Meeting will take place on Sunday morning. November 14th, at half-past ten o clock, in the Chartist Rooms, Brown-street, near St. Andrew s Church, Manchester, when every locality is desiied to send delegates.",,,pink_circle,"Chartist room, Brown Street",radical/Chartist room,1841-11-14,Sunday,10:30,Brown Street,Manchester,53.481758,-2.242165,,06/11/1841,
"MANCHESTER.   A public tea party and ball will be hold on Wednesday evening, the 17th of November, 1841, at the Hall of Science, Camp-field. A full and efficient quadrille band will be in attendance. Ladies  tickets 9d., Gentleman s 1s. 3d. Tickets for the ball only, 6d. Doors open at half-past six o clock, tea on the table at seven. Tickets may be had of Mr. Abel Heywood ; at the Hop Pole Inn, Hardman-street; and of the Secretaries of the various Trades, at the respective Houses of Call.",,,pink_circle,Hall of Science,radical/Chartist room,1841-11-17,Wednesday,20:00,Camp Field,Manchester,53.47674,-2.25261,,13/11/1841,
"MANCHESTER.   Mr. Griffin will lecture in the Chartist Room, Brown-street, on Sunday evening, in which he intends to do justice to the cotton masters for their reductions, and the league for their nibbling policy.",,,pink_circle,"Chartist room, Brown Street",radical/Chartist room,1841-11-21,Sunday,20:00,Brown Street,Manchester,53.481758,-2.242165,,20/11/1841,
"SALFORD.   Mr. James Cartledge, of Manchester, will lecture here next Sunday night, at half-past six o'clock in the evening. Mr. James Bronterre O'Brien will lecture in the Town Hall, Salford, on Monday, Dec. 6th, 1841.",,,pink_circle,"Town Hall, Salford",radical/Chartist room,1841-11-28,Sunday,18:30,,Salford,53.484325,-2.261828,,27/11/1841,
"MANCHESTER.   Sermons for the Rev. W. V. Jackson s Church.  The Rev. W. Hill, Editor of the Star, will preach two sermons to-morrow, (Sunday) the 28th, in the Hall of Science, Camp Field, Manchester; in the afternoon, at half-past two o clock, in the Upper Room; and in the evening, at six, in the Lower Room; two-pence admission, towards helping forward the York-street Sunday School and Church worshipping under the pastoral care of the Rev. W. V. Jackson.",,,pink_circle,Hall of Science,radical/Chartist room,1841-11-28,Sunday,11:00,Camp Field,Manchester,53.47674,-2.25261,,27/11/1841,
"SOUTH LANCASHIRE.   The South Lancashire Delegate Meeting will be held on Sunday morning, December 19th, at ten o clock, in the Chartist Room, Brown-street, Manchester, when each locality is requested to send a delegate, as important business, respecting the coming convention, will be laid before the meeting.",,,pink_circle,"Chartist room, Brown Street",radical/Chartist room,1841-12-12,Sunday,10:00,Brown Street,Manchester,53.481758,-2.242165,,11/12/1841,
"SALFORD.   Mr. James Bronterre O Brien.  A ball will be held on Shrove Tuesday evening, in the Chartist Association Room, corner of Great George s-street, Salford, for the benefit of that in comparable patriot. On Monday, a discussion will take place on the best method of obtaining the Charter, and the policy of keeping in or putting out the Whigs from their present snug places.",,,pink_circle,"Chartist Association Room, Great George St, Salford",radical/Chartist room,1841-03-09,Tuesday,20:00,Great George Street,Salford,53.484325,-2.261828,,06/03/1841,
SALFORD. - Mr. Bell will lecture on Sunday evening next.,,,pink_circle,"Chartist Association Room, Great George St, Salford",radical/Chartist room,1841-04-25,Sunday,20:00,Great George Street,Salford,53.484325,-2.261828,,24/04/1841,
SALFORD.   Mr. Doyle-will lecture in Salford on next Sunday evening.,,,pink_circle,"Chartist Association Room, Great George St, Salford",radical/Chartist room,1841-05-02,Sunday,20:00,Great George Street,Salford,53.484325,-2.261828,,01/05/1841,
"SALFORD.   Mr. Campbell will lecture in the Charter Association Room, Great Grove-street, on Sunday next, at half-past six o'clock in the evening.",,,pink_circle,"Chartist Association Room, Great George St, Salford",radical/Chartist room,1841-10-24,Sunday,18:30,Great George Street,Salford,53.484325,-2.261828,,23/10/1841,
"MANCHESTER.   Mr. Leech will lecture on Sunday evening, (to-morrow,) at six o clock, in the Brown-street Chartist room.",,,pink_circle,"Chartist room, Brown Street",radical/Chartist room,1842-01-02,Sunday,18:00,Brown Street,Manchester,53.481758,-2.242165,,01/01/1842,
"MANCHESTER.   The South Lancashire Delegate Meeting will be held in the Charter Association Room, Brown-street, on Sunday, (to-morrow.) when it is expected that the Delegates will be punctual in their attendance.",,,pink_circle,"Chartist room, Brown Street",radical/Chartist room,1842-01-08,Sunday,,Brown Street,Manchester,53.481758,-2.242165,,07/01/1842,
"The Monthly Meeting of the members of the National Charter Association will be held in the Carpenter s Hall, on Sunday, (to-morrow,) at ten o'clock in the forenoon.",,,pink_circle,Carpenters Hall,radical/Chartist room,1842-01-08,Sunday,10:00,Garratt Street,Manchester,53.4749,-2.23508,,07/01/1842,
"MANCHESTER. - REDFERN STREET. - Mr John Crowder, Lower Moor, will lecture here on Sunday evening, at half-past six o'clock.",,,pink_circle,Redfern Street,radical/Chartist room,1842-01-16,Sunday,18:30,Redfern Street,Manchester,53.4791466,-2.2447445,,15/01/1842,
"MANCHESTER.   Mr. Cooper will lecture in Association Room, Redfern-street, on Sunday, to morrow evening. On the same evening, Mr, R. Littler, will lecture in the Brown-street, Chartist Room. Mr. Clark, at Strand*street. Mr. Booth, at Miles Platting. Mr. Dunavan, at York-streer., Chorlton ; and Mr. Griffin will shew the absurdities of the Com Law League in a lecture on Sunday evening, at Salford.",,,pink_circle,Redfern Street,radical/Chartist room,1842-01-23,Sunday,18:30,Redfern Street,Manchester,53.4791466,-2.2447445,,22/01/1842,
"MANCHESTER.   Mr Mitchell, of Stockport, will lecture on Sunday evening, at Redfern-street ; Mr. Leech, of Hyde, at Brown-street; Mr. Smithurst at Strand-street; Mr. Clark, at Miles Platting; Mr. Griffin, at Salford; and Mr. James Cartledge. at York-street, Chorlton.",,,pink_circle,Redfern Street,radical/Chartist room,1842-01-30,Sunday,18:30,Redfern Street,Manchester,53.4791466,-2.2447445,,29/01/1842,
"The South Lancashire Delegate Meeting will be held on Sunday morning, Feb. 6th, in the Chartist Room, Brown-street, near St. Andrew s Church, Manchester, when it is particularly requested that delegates from the following places will attend :  Bolton, Leigh, Wigan, Chowbent, Heywood, Ratcliff, and all the localities in South Lancashire, on very important business.",,,pink_circle,"Chartist room, Brown Street",radical/Chartist room,1842-02-06,Sunday,10:00,Brown Street,Manchester,53.481758,-2.242165,,29/01/1842,
MANCHESTER BROWN STREET JUVENILES.   Wm. Nuttall lectures to-morrow afternoon.,,,pink_circle,"Chartist room, Brown Street",radical/Chartist room,1842-01-30,Sunday,14:00,Brown Street,Manchester,53.481074,-2.2424089,,29/01/1842,
"MANCHESTER.   On Sunday evening, Mr. Bell, of Salford, will lecture at Redfern-street; Mr Crowder, at Brown-street; Mr. Dunavan, at Strand-street ; Mr. Smithurst, at Miles Platting: Mr. Storer, at York-street.",,,pink_circle,Redfern Street,radical/Chartist room,1842-02-06,Sunday,18:00,Redfern Street,Manchester,53.4791466,-2.2447445,,05/02/1842,
"MANCHESTER.   There will be a meeting of the General Council in Manchester, at Brown-street Association Room, on Sunday, the 13th of February, at ten o clock in tho forenoon, when it is expected as many will attend as can make it convenient, as there is some very important business to be transacted.",,,pink_circle,"Chartist room, Brown Street",radical/Chartist room,1842-02-13,Sunday,10:00,Brown Street,Manchester,53.481758,-2.242165,,05/02/1842,
"MANCHESTER.   Mr. P. M. Brophy, from the Universal Suffrage Association, Dublin, will lecture in the Brown-street Chartist Room, on Sunday evening next. Mr. J. Clarke will lecture at Redfern-street; Mr. Griffin, at Strand-street; Mr. William Bell, at Miles Platting; Mr. Josh. Linney, at Salford ; Mr. John Crowder, at York-street.",,,pink_circle,"Chartist room, Brown Street",radical/Chartist room,1842-02-27,Sunday,18:00,Brown Street,Manchester,53.481758,-2.242165,,19/02/1842,
"MANCHESTER.   Mr. Griffin will lecture at Brown-Street Chartist Room, on Sunday evening.",,,pink_circle,"Chartist room, Brown Street",radical/Chartist room,1842-03-20,Sunday,18:00,Brown Street,Manchester,53.481758,-2.242165,,19/03/1842,
"MANCHESTER.   Mr. John Wotts will deliver a lecture at the Hall of Science, Camp-field, for the benefit of the sufferers by the late desperate affair, on Tuesday evening April the 5th, at eight o clock. Admission one penny each.",,,pink_circle,Hall of Science,radical/Chartist room,1842-03-29,Tuesday,20:00,Camp Field,Manchester,53.47674,-2.25261,,26/03/1842,
